bin,domain,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
NP-996,Bacteria,0,0,0,374572,1299,7,17.073170731707318,3139
NP-112,Archaea,0,0,0,309440,945,4,7.547169811320755,3533
NP-59,Bacteria,3,2.912621359223301,2014,887160,2807,112,58.94736842105262,55032
NP-937,Bacteria,0,0,0,486648,1571,4,4.545454545454546,1350
NP-16,Bacteria,8,7.2727272727272725,3073,1001750,3117,37,25.170068027210885,16543
NP-85,Bacteria,1,1.2345679012345678,709,561213,1748,23,28.04878048780488,10722
NP-120,Bacteria,4,2.9197080291970803,1965,1442862,4240,54,27.0,24424
NP-11,Bacteria,14,10.0,6290,1107268,3381,81,40.099009900990104,48794
NP-150,Bacteria,6,6.8181818181818175,3845,718244,2096,127,59.905660377358494,71868
NP-7,Bacteria,18,13.740458015267176,7759,1029920,3336,36,21.55688622754491,13142
NP-23,Bacteria,29,11.284046692607005,20080,1429396,4165,40,28.368794326241137,27515
NP-54,Bacteria,11,11.956521739130435,7024,729938,2239,17,16.831683168316832,7934
NP-29,Bacteria,18,8.256880733944955,6797,1648849,5331,57,24.358974358974358,24175
NP-91,Bacteria,9,6.8181818181818175,5595,878603,2700,71,48.63013698630137,46801
NP-75,Bacteria,32,15.09433962264151,21793,1074082,2982,61,40.131578947368425,29739
NP-954,Bacteria,2,4.0,747,486489,1516,19,19.19191919191919,10039
NP-1391,Bacteria,10,8.695652173913043,6311,846629,2761,109,55.61224489795919,57692
NP-106,Archaea,0,0,0,318117,989,5,9.803921568627452,4564
NP-982,Bacteria,5,7.6923076923076925,2768,589728,1863,20,16.80672268907563,10694
NP-966,Bacteria,3,6.976744186046512,2081,564168,1789,14,13.725490196078432,7520
NP-1044,Bacteria,6,5.555555555555555,4188,1027827,3182,100,48.54368932038835,52140
NP-30,Bacteria,162,37.850467289719624,99449,2377578,6818,277,60.61269146608315,191490
NP-47,Bacteria,3,2.2222222222222223,1522,1438474,4228,60,29.126213592233007,27258
NP-34,Bacteria,59,25.76419213973799,32644,1657864,5403,123,44.72727272727273,71602
NP-43,Bacteria,38,16.52173913043478,21042,1670620,5394,120,45.11278195488722,69647
NP-986,Bacteria,25,22.727272727272727,18376,791439,2253,56,47.45762711864407,34036
NP-49,Bacteria,7,4.827586206896552,3956,1468756,4501,36,15.18987341772152,14540
NP-95,Bacteria,17,11.805555555555555,8693,1334614,4199,54,25.961538461538463,23044
NP-1395,Bacteria,1,1.5873015873015872,765,684474,2159,16,13.008130081300814,7697
NP-9,Bacteria,9,5.7324840764331215,3180,1253615,3745,82,41.41414141414141,47960
NP-1463,Bacteria,10,3.4602076124567476,4816,1623839,4979,43,17.99163179916318,31130
NP-27,Bacteria,14,13.461538461538462,6679,958874,3048,82,47.398843930635834,48623
NP-949,Bacteria,6,5.714285714285714,2848,1184748,3685,58,27.61904761904762,29792
NP-1521,Archaea,0,0,0,408905,1164,5,8.19672131147541,4234
NP-68,Bacteria,1,1.4705882352941175,735,877463,2862,5,2.857142857142857,1872
NP-86,Bacteria,92,20.767494356659142,69193,2244961,6435,109,37.97909407665505,65997
NP-15,Bacteria,34,24.817518248175183,20428,1146054,3433,107,50.23474178403756,65876
NP-939,Bacteria,7,7.142857142857142,2521,940635,2969,37,26.42857142857143,15918
NP-153,Bacteria,5,6.41025641025641,2322,742236,2309,51,38.34586466165413,30767
NP-124,Bacteria,28,9.9644128113879,12808,2175430,6902,70,24.390243902439025,37510
NP-81,Bacteria,11,3.4055727554179565,5799,1883132,5319,46,21.69811320754717,29824
NP-18,Archaea,0,0,0,630959,1726,6,8.333333333333332,3938
NP-12,Bacteria,15,12.5,6570,1188786,3668,50,27.173913043478258,29274
NP-65,Archaea,0,0,0,549920,1438,7,10.0,6983
NP-944,Bacteria,0,0,0,399872,1289,28,33.33333333333333,18046
NP-992,Bacteria,2,1.574803149606299,727,992657,3367,18,13.846153846153847,7513
NP-4,Bacteria,24,9.56175298804781,13741,2827339,8602,122,28.240740740740737,66854
NP-57,Bacteria,1,1.3157894736842104,435,810933,2667,19,12.837837837837837,9947
NP-20,Bacteria,3,5.172413793103448,1593,601860,1929,7,7.526881720430108,3921
NP-140,Bacteria,6,4.580152671755725,4251,971874,3087,20,14.285714285714285,8151
NP-92,Bacteria,8,6.779661016949152,3373,929977,2998,29,25.0,11977
NP-44,Bacteria,14,17.073170731707318,6990,626861,1918,59,45.38461538461539,34783
NP-33,Bacteria,11,6.508875739644971,7917,1504178,4707,62,27.67857142857143,40034
NP-965,Archaea,0,0,0,449490,1313,3,5.0,2039
NP-39,Bacteria,9,6.164383561643835,3191,1361655,4153,49,25.38860103626943,26147
NP-105,Bacteria,5,6.41025641025641,3231,664935,2031,76,50.66666666666667,37322
RS-447,Bacteria,2,3.508771929824561,1281,602360,1955,14,12.068965517241379,6701
RS-817,Bacteria,2,3.0303030303030303,1135,624881,2019,12,9.30232558139535,5313
RS-402,Bacteria,8,12.5,5175,536455,1520,44,45.83333333333333,31509
RS-408,Bacteria,15,16.304347826086957,9615,514153,1500,49,42.98245614035088,32040
RS-389,Bacteria,11,15.277777777777779,7322,497467,1494,44,44.89795918367347,25765
RS-367,Bacteria,10,8.849557522123893,4002,953793,3000,108,50.943396226415096,68324
RS-383,Bacteria,66,18.64406779661017,44451,1947396,4839,103,38.28996282527881,56202
RS-423,Bacteria,20,7.434944237918216,13423,1541234,4453,61,28.90995260663507,43454
RS-454,Bacteria,1,1.8867924528301887,926,587216,1905,5,4.424778761061947,3648
RS-355,Bacteria,13,6.666666666666667,7249,1667084,5163,65,29.411764705882355,29316
RS-668,Bacteria,1,2.083333333333333,706,446935,1480,9,12.5,3576
RS-615,Bacteria,6,3.7735849056603774,2684,1543322,4944,24,7.868852459016394,10866
RS-352,Archaea,0,0,0,401221,1207,7,10.144927536231885,5518
RS-665,Bacteria,3,4.285714285714286,1043,439811,1534,18,23.376623376623375,7461
RS-453,Bacteria,0,0,0,411081,1411,8,10.95890410958904,3000
RS-384,Bacteria,1,1.7241379310344827,801,506066,1603,8,8.24742268041237,5188
RS-508,Bacteria,0,0,0,494825,1636,18,22.22222222222222,7629
RS-472,Archaea,2,6.896551724137931,1597,541423,1494,9,11.25,5879
RS-822,Bacteria,10,2.793296089385475,4321,1802976,5315,54,22.040816326530614,37766
RS-341,Bacteria,10,11.235955056179774,5743,510807,1434,31,32.29166666666667,21392
RS-440,Archaea,1,3.0303030303030303,580,584796,1545,8,11.11111111111111,5243
RS-397,Bacteria,7,8.75,2903,711497,2332,80,43.47826086956522,40836
RS-373,Bacteria,7,7.954545454545454,4404,745091,2211,137,62.55707762557078,77242
RS-439,Bacteria,14,17.073170731707318,10615,465589,1359,33,37.93103448275862,17163
RS-814,Archaea,0,0,0,441202,1235,4,5.633802816901409,2553
RS-826,Bacteria,1,1.0204081632653061,327,824118,2632,12,9.67741935483871,6106
RS-401,Archaea,1,3.8461538461538463,921,531230,1382,9,13.23529411764706,8289
RS-678,Archaea,0,0,0,433619,1390,7,10.144927536231885,5509
RS-420,Bacteria,0,0,0,428072,1343,6,8.695652173913043,2401
RS-380,Bacteria,3,3.0,1779,958162,3078,19,11.30952380952381,8278
RS-364,Bacteria,4,3.3333333333333335,2295,951062,2925,26,17.93103448275862,11894
RS-412,Bacteria,2,3.571428571428571,1451,574579,1843,12,12.0,4978
RS-465,Bacteria,3,3.896103896103896,1828,897864,2794,54,26.08695652173913,28535
RS-415,Bacteria,11,9.090909090909092,7596,1300565,3234,57,34.756097560975604,38326
RS-654,Bacteria,0,0,0,320535,1045,6,10.0,2611
RS-387,Bacteria,2,3.6363636363636362,1153,574372,1810,9,9.574468085106384,5634
RS-363,Bacteria,9,6.521739130434782,5856,1507829,3957,62,32.29166666666667,38243
RS-342,Bacteria,12,9.30232558139535,4586,1210773,3715,52,31.70731707317073,34241
RS-348,Archaea,1,2.631578947368421,873,588083,1558,6,8.0,3950
RS-821,Bacteria,15,4.5592705167173255,8917,1603369,5265,35,16.355140186915886,24169
RS-406,Archaea,1,2.3255813953488373,1216,640946,1712,8,10.0,5713
RS-394,Bacteria,0,0,0,565694,1906,11,8.461538461538462,3827
RS-434,Bacteria,3,3.260869565217391,1408,661087,2053,23,21.49532710280374,8874
RS-819,Bacteria,0,0,0,430487,1397,5,7.6923076923076925,2091
RS-404,Bacteria,2,3.1746031746031744,1123,545987,1764,18,21.951219512195124,7451
RS-372,Bacteria,5,8.064516129032258,2224,507411,1767,18,19.35483870967742,6232
RS-460,Bacteria,2,2.898550724637681,1277,676380,2178,8,6.0606060606060606,2956
RS-458,Bacteria,7,7.000000000000001,4971,754755,2153,109,57.06806282722513,62032
RS-361,Bacteria,5,4.23728813559322,2795,891542,2934,32,16.842105263157894,16248
RS-626,Bacteria,0,0,0,336486,1099,19,27.536231884057973,11503
RS-382,Bacteria,2,2.666666666666667,1198,749979,2459,15,12.0,5563
RS-388,Bacteria,0,0,0,652634,2110,16,12.213740458015266,8461
RS-422,Bacteria,1,1.1764705882352942,368,628964,1978,10,10.989010989010989,4229
RS-428,Bacteria,18,18.75,9517,489645,1456,31,29.807692307692307,19310
RS-467,Bacteria,15,15.306122448979592,8718,612544,1798,41,33.60655737704918,26531
RS-648,Bacteria,0,0,0,495682,1581,4,4.651162790697675,2180
RS-391,Bacteria,3,5.88235294117647,2332,657774,2100,3,2.2388059701492535,2903
RS-816,Bacteria,6,8.823529411764707,4712,449246,1314,25,28.735632183908045,20043
RS-431,Bacteria,10,11.235955056179774,5774,582852,1623,38,38.775510204081634,22613
RS-349,Bacteria,0,0,0,621354,2061,7,6.730769230769231,4912
RS-797,Bacteria,3,3.0303030303030303,1378,686252,2323,18,12.413793103448276,8154
RS-820,Bacteria,0,0,0,532653,1759,9,8.49056603773585,2897
RS-395,Bacteria,73,20.977011494252874,51314,1772780,4273,83,36.56387665198238,48913
RS-371,Bacteria,0,0,0,644217,2138,10,8.547008547008547,5510
RS-435,Bacteria,0,0,0,460821,1433,1,1.4925373134328357,568
RS-350,Bacteria,6,8.955223880597014,4423,754546,2489,53,46.08695652173913,33796
RS-386,Bacteria,7,5.833333333333333,3183,1034340,3254,23,12.5,9532
RS-426,Bacteria,9,6.382978723404255,4152,1404234,4727,55,17.51592356687898,27940
RS-381,Bacteria,0,0,0,465784,1508,6,7.228915662650602,2405
RS-432,Archaea,1,2.272727272727273,832,573069,1458,6,8.21917808219178,4504
RS-815,Bacteria,1,2.2222222222222223,693,314021,956,17,26.984126984126984,9714
RS-438,Bacteria,11,14.666666666666666,6243,539951,1737,47,38.84297520661157,25557
RS-392,Archaea,0,0,0,451795,1279,10,13.157894736842104,9463
RS-398,Bacteria,101,19.842829076620824,77428,2308096,5815,111,39.2226148409894,63946
RS-604,Archaea,1,2.7777777777777777,810,601582,1561,11,15.277777777777779,8527
RS-697,Bacteria,4,4.2105263157894735,2031,778705,2506,14,9.79020979020979,6655
RS-344,Bacteria,4,5.797101449275362,1253,417657,1588,10,13.157894736842104,4177
SAT-2766,Bacteria,17,23.943661971830984,10951,619233,1673,60,48.0,42135
SAT-2788,Bacteria,5,8.064516129032258,2793,1060420,3255,68,42.76729559748428,31014
SAT-1434,Bacteria,4,7.6923076923076925,2570,738825,2352,17,12.878787878787879,8168
SAT-33,Bacteria,3,5.454545454545454,1480,518610,1693,18,20.454545454545457,7535
SAT-182,Bacteria,0,0,0,430141,1346,5,7.8125,2292
SAT-111,Bacteria,15,10.638297872340425,6875,1421372,4395,50,24.875621890547265,22160
SAT-166,Bacteria,2,7.142857142857142,1273,397824,1389,8,11.267605633802818,3302
SAT-39,Bacteria,8,10.81081081081081,3723,950279,3042,36,25.53191489361702,16575
SAT-1449,Bacteria,4,6.557377049180328,1866,668335,2162,18,13.636363636363635,7973
SAT-220,Bacteria,0,0,0,304554,1009,6,13.043478260869565,2645
SAT-1342,Bacteria,0,0,0,380695,1165,9,18.367346938775512,3654
SAT-1608,Bacteria,1,3.3333333333333335,874,478614,1530,9,10.588235294117647,4954
SAT-129,Bacteria,34,23.776223776223777,20958,1159060,3518,115,52.752293577981646,68790
SAT-98,Bacteria,91,38.39662447257383,56469,1457810,4291,137,49.63768115942029,78445
SAT-154,Bacteria,1,2.941176470588235,476,393032,1224,9,10.112359550561797,4891
SAT-92,Bacteria,8,7.142857142857142,3505,1099200,3663,45,32.846715328467155,21347
SAT-1369,Bacteria,5,15.625,3180,405520,1229,21,27.27272727272727,11389
SAT-201,Bacteria,3,7.6923076923076925,1585,384561,1234,11,17.46031746031746,4620
SAT-175,Bacteria,18,23.684210526315788,11920,639552,1766,50,43.47826086956522,37695
SAT-57,Bacteria,20,12.048192771084338,9344,1498719,4829,48,17.91044776119403,19606
SAT-20,Bacteria,10,10.204081632653061,4852,1145684,3802,34,22.666666666666664,13461
SAT-108,Bacteria,9,7.964601769911504,3458,1056055,3298,31,20.394736842105264,11736
SAT-2595,Bacteria,3,6.122448979591836,1417,418769,1300,7,15.555555555555555,2809
SAT-1450,Bacteria,5,13.88888888888889,2580,458261,1377,28,29.47368421052631,15916
SAT-3,Bacteria,5,9.433962264150944,1782,636320,2041,19,22.35294117647059,7215
SAT-18,Bacteria,2,1.7857142857142856,1203,959342,2976,52,26.13065326633166,27947
SAT-130,Bacteria,23,17.424242424242426,14311,1105637,3406,86,46.994535519125684,53089
SAT-1462,Bacteria,32,24.427480916030532,18770,1134341,3399,131,53.68852459016394,84319
SAT-12,Bacteria,43,23.243243243243246,33951,1389145,3438,71,39.8876404494382,41603
SAT-9,Bacteria,4,3.9215686274509802,2119,1465000,4685,38,19.289340101522843,16194
SAT-137,Archaea,0,0,0,426542,1592,2,2.7777777777777777,2272
SAT-140,Bacteria,3,5.263157894736842,1819,558119,1641,41,42.70833333333333,26081
SAT-4,Bacteria,13,11.304347826086957,5039,1172742,3715,41,21.1340206185567,18305
SAT-62,Bacteria,12,11.320754716981133,5547,1031201,3187,37,24.666666666666668,16909
SAT-15,Bacteria,0,0,0,562866,1773,10,11.76470588235294,4555
SAT-105,Bacteria,10,18.867924528301888,6408,533874,1523,22,27.160493827160494,14830
SAT-27,Bacteria,14,11.76470588235294,6700,1298845,4125,49,25.38860103626943,19800
SAT-206,Bacteria,0,0,0,441040,1373,6,8.695652173913043,2676
SAT-1401,Bacteria,3,4.761904761904762,1675,1175439,3647,70,38.88888888888889,35714
SAT-95,Archaea,1,3.571428571428571,870,605020,1629,8,10.38961038961039,6962
SAT-227,Bacteria,4,8.16326530612245,2093,824393,2701,24,21.238938053097346,10121
SAT-185,Bacteria,4,10.81081081081081,2232,661931,1914,32,35.95505617977528,14086
SAT-43,Bacteria,11,12.941176470588237,5681,926448,2652,78,48.75,56220
SAT-49,Bacteria,10,9.00900900900901,5032,950162,2848,85,52.46913580246913,55614
SAT-161,Bacteria,1,3.125,758,401781,1272,2,2.666666666666667,559
SAT-116,Archaea,0,0,0,408299,1149,9,13.846153846153847,6720
SAT-165,Archaea,1,5.263157894736842,921,543531,1414,5,7.936507936507936,4439
SAT-112,Bacteria,13,13.0,5049,836458,2602,71,43.292682926829265,42774
SAT-181,Bacteria,0,0,0,398923,1272,3,5.454545454545454,1069
SAT-47,Bacteria,30,21.428571428571427,18771,917588,2423,51,41.80327868852459,28664
SAT-211,Bacteria,0,0,0,319009,1022,10,21.73913043478261,4718
SAT-91,Bacteria,1,2.127659574468085,511,879360,3029,11,6.58682634730539,5877
SAT-157,Archaea,1,4.0,930,783207,2100,10,11.235955056179774,8229
SAT-75,Bacteria,9,10.344827586206897,3756,941944,2820,44,32.35294117647059,28693
SAT-23,Bacteria,4,6.666666666666667,2047,780752,2510,99,51.29533678756477,57002
SAT-54,Bacteria,18,13.846153846153847,8261,1445205,4559,45,19.396551724137932,19218
SAT-198,Bacteria,13,10.077519379844961,4728,1170898,3771,34,18.681318681318682,13049
SAT-176,Bacteria,4,4.938271604938271,2520,923967,2857,35,27.34375,17989
SAT-1289,Bacteria,14,19.444444444444446,7271,708591,2015,42,30.434782608695656,25594
SAT-66,Bacteria,5,5.813953488372093,2427,1017718,3347,27,15.168539325842698,11621
SAT-88,Bacteria,23,12.041884816753926,11099,1488181,4628,69,31.65137614678899,29905
SAT-139,Archaea,0,0,0,287013,1002,1,2.380952380952381,794
SAT-2910,Bacteria,4,7.4074074074074066,1959,793084,2398,28,16.56804733727811,14282
SAT-1582,Bacteria,1,3.3333333333333335,762,454537,1458,7,9.210526315789473,3638
SAT-133,Bacteria,3,6.8181818181818175,1299,581760,1962,22,23.91304347826087,11448
SAT-1358,Bacteria,4,7.6923076923076925,2483,626957,1870,47,40.51724137931034,22640
SAT-230,Bacteria,10,9.523809523809524,5402,1435559,4454,105,38.04347826086957,60169
SAT-3021,Bacteria,11,12.643678160919542,5776,939184,2735,73,48.99328859060403,46041
SAT-149,Bacteria,16,15.686274509803921,7866,853258,2582,98,55.367231638418076,59703
SAT-61,Bacteria,8,10.38961038961039,4054,891745,2766,65,41.139240506329116,42400
SAT-1585,Bacteria,8,13.333333333333334,5228,541951,1507,28,41.7910447761194,12962
SAT-134,Bacteria,10,14.084507042253522,4204,724050,2241,67,43.225806451612904,38382
SAT-7,Bacteria,12,13.043478260869565,5029,1041010,3321,117,49.57627118644068,66124
SAT-205,Archaea,0,0,0,543711,1443,9,12.32876712328767,6961
SAT-1367,Bacteria,3,4.225352112676056,1365,726475,2223,17,15.454545454545453,6451
SAT-24,Bacteria,0,0,0,419742,1265,15,19.230769230769234,10080
SAT-106,Bacteria,11,9.01639344262295,6290,990651,3117,87,50.0,57575
SAT-1553,Archaea,0,0,0,506127,1398,11,12.359550561797752,8636
SAT-1331,Bacteria,3,5.555555555555555,994,562586,1726,10,10.416666666666668,4476
SAT-1346,Bacteria,1,3.225806451612903,769,452101,1458,7,8.536585365853659,3175
SAT-3048,Bacteria,0,0,0,245318,865,7,17.5,2566
SAT-150,Bacteria,8,7.142857142857142,5457,1148496,3445,125,55.80357142857143,64202
SAT-127,Bacteria,2,5.405405405405405,1451,625091,1952,11,9.649122807017543,5659
SAT-1475,Bacteria,2,4.081632653061225,1110,550649,1772,12,12.76595744680851,6119
SAT-1309,Bacteria,8,9.30232558139535,4252,964269,3052,105,48.61111111111111,61211
SAT-115,Bacteria,6,5.88235294117647,2825,1168393,3659,100,43.66812227074236,61433
SAT-162,Bacteria,10,10.204081632653061,4834,1474099,4558,40,18.34862385321101,27960
SAT-40,Bacteria,13,11.504424778761061,5140,1173022,3598,84,42.63959390862944,50961
SAT-37,Bacteria,16,14.678899082568808,6952,1095285,3526,41,23.976608187134502,15870
SAT-168,Bacteria,10,17.543859649122805,5187,530809,1563,34,34.0,20278
SAT-152,Bacteria,3,6.122448979591836,1666,497256,1353,31,36.04651162790697,23142
SAT-94,Archaea,1,4.545454545454546,777,533056,1446,9,12.676056338028168,5698
SAT-1507,Bacteria,1,1.2195121951219512,332,1077195,3400,17,7.657657657657657,6554
SAT-1344,Bacteria,4,5.714285714285714,1807,1048830,3498,35,15.217391304347828,19761
SAT-226,Bacteria,8,14.545454545454545,4295,483744,1484,42,40.77669902912621,21971
SAT-1339,Bacteria,7,10.294117647058822,3817,631428,1843,81,59.12408759124088,42660
SAT-117,Bacteria,50,37.3134328358209,28468,1206461,3446,138,57.49999999999999,89090
SAT-42,Bacteria,7,8.860759493670885,3457,1099857,3451,33,18.435754189944134,14567
SAT-35,Bacteria,11,10.185185185185185,6262,1123376,3252,122,54.7085201793722,68176
SAT-63,Bacteria,16,15.384615384615385,6491,1074117,3403,35,25.179856115107913,19692
SAT-141,Bacteria,9,9.0,4610,1548820,4518,105,53.57142857142857,77435
SAT-87,Bacteria,83,27.21311475409836,54842,2265215,6253,101,37.54646840148699,53284
SAT-69,Bacteria,28,22.950819672131146,15668,1127161,3447,107,45.33898305084746,64503
SAT-5,Bacteria,18,19.35483870967742,8304,1101010,3538,46,26.436781609195403,19990
SAT-179,Bacteria,15,20.54794520547945,8078,1222526,3701,70,40.229885057471265,38852
SAT-51,Bacteria,86,34.4,51984,1534069,4357,161,58.97435897435898,118609
SAT-197,Bacteria,20,34.48275862068966,13008,375417,1088,3,7.317073170731707,1054
SAT-26,Bacteria,11,11.956521739130435,4689,833066,2622,37,27.40740740740741,17437
SAT-104,Bacteria,8,7.766990291262135,3823,871557,2676,91,49.72677595628415,56080
SAT-200,Bacteria,5,9.090909090909092,3572,627934,1887,69,47.26027397260274,36762
SAT-1451,Bacteria,8,7.547169811320755,3581,1438511,4236,58,27.230046948356808,38079
SAT-56,Bacteria,27,24.107142857142858,18430,1079324,3009,49,39.2,33413
SAT-109,Bacteria,16,11.188811188811188,7864,1395274,4246,42,21.875,20499
SAT-103,Bacteria,11,18.96551724137931,6549,579138,1616,37,32.17391304347826,25526
SAT-1610,Bacteria,12,13.333333333333334,10014,1101916,3251,35,26.515151515151516,20935
SAT-8,Bacteria,19,15.2,6965,1110137,3550,41,22.77777777777778,15439
SAT-64,Bacteria,16,13.793103448275861,7205,1113122,3392,37,21.511627906976745,14330
SAT-13,Bacteria,0,0,0,442506,1375,5,7.352941176470589,2051
SAT-19,Bacteria,40,28.985507246376812,23286,1275076,3934,159,59.55056179775281,100759
SAT-2,Bacteria,2,3.508771929824561,1088,740575,2271,15,10.204081632653061,6253
SAT-131,Bacteria,7,18.421052631578945,4392,366442,1126,35,44.871794871794876,20593
SAT-213,Bacteria,0,0,0,542887,1689,7,6.60377358490566,3631
SAT-1448,Bacteria,0,0,0,532091,1710,8,7.766990291262135,3148
SAT-110,Bacteria,10,11.11111111111111,4848,969629,3043,25,17.857142857142858,9819
SAT-189,Bacteria,10,9.615384615384617,5527,1105644,3137,119,55.86854460093896,66814
SAT-38,Archaea,2,7.6923076923076925,1448,603398,1565,8,10.526315789473683,7228
SAT-183,Bacteria,12,10.0,4450,1064334,3495,38,24.203821656050955,16374
SAT-2755,Bacteria,4,5.063291139240507,1625,977911,3048,20,12.048192771084338,9199
SAT-1609,Bacteria,4,5.88235294117647,1645,851345,2681,18,13.333333333333334,7224
SAT-221,Bacteria,0,0,0,448793,1427,6,7.792207792207792,3037
SAT-93,Bacteria,14,13.20754716981132,6247,1127571,3467,60,32.25806451612903,31979
SAT-122,Archaea,0,0,0,605233,1601,5,6.41025641025641,3460
SAT-155,Bacteria,1,0.7751937984496124,464,1072565,3304,28,25.688073394495415,19749
SAT-128,Bacteria,8,5.970149253731343,6209,1555113,4736,35,17.412935323383085,21099
SAT-99,Bacteria,9,9.278350515463918,4928,1389523,4020,100,45.662100456621005,71497
SAT-77,Bacteria,4,10.0,2077,496665,1462,32,35.95505617977528,22675
SAT-1607,Bacteria,0,0,0,365491,1194,8,14.545454545454545,4363
SAT-225,Bacteria,15,23.809523809523807,10006,794588,2044,53,46.49122807017544,29115
SAT-73,Bacteria,4,4.3478260869565215,2295,1101881,3451,31,18.562874251497004,14260
SAT-1403,Bacteria,2,5.0,1174,450217,1475,7,10.76923076923077,3070
SAT-79,Bacteria,4,7.4074074074074066,2509,902828,2832,53,43.08943089430895,25683
SAT-97,Bacteria,8,8.421052631578947,2947,1256212,3867,54,26.47058823529412,26870
SAT-126,Bacteria,5,4.901960784313726,2341,1109628,3581,23,12.849162011173185,10882
SAT-217,Bacteria,9,14.285714285714285,3364,801662,2432,29,25.438596491228072,12943
SAT-1391,Bacteria,7,10.606060606060606,5386,769032,2267,89,53.6144578313253,45371
SAT-1308,Bacteria,9,7.377049180327869,3945,1242801,3843,35,18.817204301075268,15164
SAT-2787,Bacteria,3,5.555555555555555,1441,530803,1532,12,17.647058823529413,5670
SAT-2619,Bacteria,1,3.4482758620689653,936,388944,1162,17,20.73170731707317,13086
SAT-1446,Bacteria,1,4.3478260869565215,683,336546,1047,11,23.404255319148938,6266
SAT-1431,Bacteria,1,2.941176470588235,220,524633,1543,15,23.076923076923077,7079
SAT-1329,Archaea,1,4.761904761904762,837,519392,1371,5,7.6923076923076925,5800
SAT-135,Bacteria,2,5.263157894736842,751,488491,1341,47,46.07843137254902,33336
SAT-142,Bacteria,1,3.125,767,578321,1846,6,6.122448979591836,3335
SAT-6,Bacteria,6,6.0606060606060606,2194,921980,2915,39,29.545454545454547,16010
SAT-1517,Bacteria,1,2.7027027027027026,513,798901,2763,9,5.142857142857142,4289
SAT-60,Bacteria,7,8.13953488372093,3359,980433,3040,43,27.564102564102566,18380
SAT-17,Bacteria,3,5.454545454545454,1499,676465,2075,51,39.23076923076923,25492
SAT-1366,Bacteria,4,8.51063829787234,2837,621937,1770,93,57.407407407407405,53738
SAT-1388,Bacteria,5,13.513513513513514,2671,507127,1390,43,41.74757281553398,31405
SAT-107,Bacteria,23,25.274725274725274,13833,790614,2245,60,38.961038961038966,38177
SAT-25,Bacteria,5,5.681818181818182,1972,840803,2568,66,45.20547945205479,37178
SAT-194,Bacteria,9,9.89010989010989,3966,1025325,3247,132,48.35164835164835,78682
SAT-52,Bacteria,13,10.077519379844961,5854,1334210,4097,49,22.477064220183486,28934
SAT-28,Bacteria,9,6.7164179104477615,3750,1378894,4400,47,24.479166666666664,19195
SAT-177,Bacteria,2,3.0303030303030303,925,766004,2407,15,9.146341463414634,7112
SAT-55,Bacteria,21,14.788732394366196,11018,1546634,4984,48,19.753086419753085,23544
SAT-22,Bacteria,32,27.11864406779661,17458,1069543,3455,124,52.76595744680851,74648
SAT-1,Bacteria,8,8.88888888888889,3653,977396,3010,49,29.6969696969697,23139
SAT-145,Archaea,1,3.8461538461538463,907,577602,1530,7,8.860759493670885,4974
SAT-132,Bacteria,18,31.03448275862069,13506,623108,1713,37,37.37373737373738,24591
SAT-83,Bacteria,4,5.194805194805195,2180,833859,2668,68,45.94594594594595,35537
SAT-1510,Archaea,0,0,0,492275,1382,5,6.578947368421052,3907
SAT-2911,Bacteria,3,5.172413793103448,2204,614178,1871,10,10.309278350515463,4818
SAT-10,Bacteria,13,12.745098039215685,8358,1358454,3895,55,28.497409326424872,34672
SAT-67,Bacteria,6,6.896551724137931,3318,868685,2664,93,53.44827586206896,59299
SAT-138,Bacteria,2,5.714285714285714,1296,456923,1334,43,43.0,29776
SAT-1359,Bacteria,0,0,0,545657,1686,7,6.796116504854369,2720
SAT-1613,Bacteria,2,4.651162790697675,1347,742629,2330,11,9.01639344262295,4768
SAT-46,Bacteria,10,7.246376811594203,9272,1086819,3479,22,13.333333333333334,9798
SAT-180,Bacteria,10,15.873015873015872,4873,1143883,3688,58,37.41935483870968,25654
SAT-31,Bacteria,10,8.403361344537815,3658,1253153,3732,91,41.935483870967744,54810
SAT-113,Bacteria,9,6.338028169014084,3707,1155585,3428,31,19.871794871794872,13613
SAT-164,Archaea,1,5.88235294117647,593,549150,1426,3,4.615384615384616,1916
SAT-74,Bacteria,15,15.957446808510639,8017,908432,2859,98,50.0,56994
SAT-1509,Bacteria,20,20.833333333333336,11669,776070,2385,60,41.37931034482759,37169
SAT-121,Bacteria,20,19.047619047619047,13685,1095264,3126,120,53.333333333333336,79386
SAT-90,Bacteria,11,10.784313725490197,4530,952456,3159,29,19.333333333333332,10982
SAT-1340,Bacteria,21,22.105263157894736,13428,656962,1759,34,41.9753086419753,17940
SAT-228,Bacteria,0,0,0,515051,1635,7,7.142857142857142,3441
SAT-2756,Bacteria,16,24.242424242424242,9368,668762,1970,43,43.0,27049
SP-2982,Bacteria,8,7.017543859649122,5463,1143075,3442,38,29.00763358778626,34341
SP-131,Bacteria,10,6.535947712418301,4335,1258448,3954,42,23.333333333333332,18312
SP-245,Bacteria,17,10.303030303030303,7947,1404182,4360,72,28.799999999999997,30432
SP-232,Bacteria,5,5.05050505050505,3049,827731,2625,19,13.66906474820144,7852
