bin,COG_group,total_metabolic_ORFs
SAT-161, 6 C 126 E 51 F 61 G 109 H 155 I 38 P,546
SAT-162, 32 C 317 E 75 F 318 G 217 H 133 I 172 P,1264
SAT-164, 5 C 68 E 59 F 39 G 77 H 62 I 45 P,355
SAT-165, 5 C 68 E 58 F 44 G 85 H 58 I 35 P,353
SAT-166, 5 C 125 E 57 F 40 G 122 H 71 I 33 P,453
SAT-168, 1 C 133 E 50 F 81 G 101 H 81 I 64 P,511
SAT-175, 4 C 106 E 59 F 74 G 100 H 116 I 79 P,538
SAT-176, 17 C 191 E 78 F 95 G 189 H 216 I 103 P,889
SAT-177, 21 C 281 E 66 F 164 G 206 H 237 I 113 P,1088
SAT-179, 7 C 162 E 69 F 68 G 155 H 146 I 110 P,717
SAT-17, 18 C 166 E 54 F 111 G 146 H 106 I 89 P,690
SAT-180, 14 C 156 E 58 F 84 G 120 H 148 I 104 P,684
SAT-181, 7 C 150 E 56 F 82 G 102 H 80 I 49 P,526
SAT-182, 8 C 144 E 59 F 87 G 118 H 76 I 63 P,555
SAT-183, 19 C 250 E 90 F 107 G 164 H 188 I 195 P,1013
SAT-184, 3 C 65 E 28 F 49 G 125 H 41 I 50 P,361
SAT-185, 4 C 115 E 53 F 52 G 78 H 73 I 51 P,426
SAT-189, 27 C 262 E 68 F 116 G 187 H 162 I 186 P,1008
SAT-18, 22 C 228 E 66 F 132 G 233 H 262 I 161 P,1104
SAT-193, 7 C 101 E 47 F 40 G 58 H 73 I 40 P,366
SAT-194, 13 C 228 E 68 F 91 G 170 H 158 I 160 P,888
SAT-195, 6 C 128 E 63 F 60 G 111 H 100 I 86 P,554
SAT-197, 9 C 95 E 41 F 83 G 95 H 42 I 50 P,415
SAT-198, 20 C 387 E 131 F 171 G 222 H 190 I 294 P,1415
SAT-19, 9 C 217 E 71 F 196 G 188 H 151 I 205 P,1037
SAT-1, 27 C 242 E 93 F 88 G 183 H 176 I 175 P,984
SAT-200, 21 C 173 E 44 F 111 G 138 H 123 I 75 P,685
SAT-201, 9 C 125 E 54 F 49 G 144 H 69 I 53 P,503
SAT-205, 5 C 65 E 54 F 32 G 78 H 55 I 33 P,322
SAT-206, 9 C 157 E 59 F 85 G 131 H 79 I 51 P,571
SAT-20, 40 C 317 E 84 F 124 G 173 H 153 I 203 P,1094
SAT-211, 3 C 110 E 48 F 45 G 105 H 52 I 32 P,395
SAT-213, 9 C 178 E 70 F 127 G 174 H 151 I 51 P,760
SAT-214, 74 E 42 F 44 G 58 H 54 I 31 P,303
SAT-217, 20 C 149 E 62 F 75 G 133 H 134 I 130 P,703
SAT-220, 6 C 127 E 55 F 49 G 93 H 70 I 40 P,440
SAT-221, 9 C 150 E 65 F 78 G 137 H 108 I 65 P,612
SAT-225, 6 C 147 E 46 F 127 G 141 H 77 I 70 P,614
SAT-226, 2 C 141 E 44 F 63 G 98 H 83 I 70 P,501
SAT-227, 3 C 79 E 38 F 37 G 65 H 64 I 54 P,340
SAT-228, 10 C 157 E 64 F 78 G 169 H 162 I 69 P,709
SAT-22, 17 C 224 E 65 F 161 G 175 H 242 I 168 P,1052
SAT-230, 27 C 269 E 87 F 106 G 226 H 337 I 253 P,1305
SAT-23, 10 C 166 E 51 F 71 G 131 H 143 I 131 P,703
SAT-24, 3 C 77 E 40 F 39 G 82 H 69 I 36 P,346
SAT-2595, 4 C 50 E 21 F 56 G 46 H 63 I 43 P,283
SAT-25, 2 C 132 E 59 F 59 G 124 H 111 I 97 P,584
SAT-2619, 72 E 53 F 38 G 81 H 68 I 29 P,341
SAT-26, 17 C 188 E 64 F 54 G 154 H 111 I 174 P,762
SAT-2755, 24 C 368 E 66 F 196 G 264 H 308 I 148 P,1374
SAT-2756, 1 C 102 E 52 F 72 G 104 H 81 I 67 P,479
SAT-2766, 11 C 112 E 48 F 83 G 87 H 100 I 68 P,509
SAT-2787, 7 C 72 E 54 F 55 G 80 H 78 I 52 P,398
SAT-2788, 13 C 133 E 66 F 82 G 137 H 130 I 72 P,633
SAT-27, 21 C 419 E 110 F 343 G 207 H 225 I 181 P,1506
SAT-28, 20 C 467 E 110 F 305 G 237 H 202 I 250 P,1591
SAT-2910, 21 C 193 E 57 F 110 G 200 H 273 I 96 P,950
SAT-2911, 10 C 221 E 87 F 156 G 129 H 83 I 107 P,793
SAT-2, 32 C 393 E 96 F 112 G 192 H 201 I 133 P,1159
SAT-3021, 3 C 138 E 68 F 74 G 154 H 118 I 92 P,647
SAT-3048, 1 C 11 E 18 F 22 G 18 H 5 I 17 P,92
SAT-31, 20 C 245 E 73 F 125 G 212 H 282 I 234 P,1191
SAT-33, 7 C 64 E 51 F 49 G 70 H 62 I 48 P,351
SAT-35, 28 C 240 E 71 F 110 G 182 H 150 I 188 P,969
SAT-37, 18 C 329 E 120 F 225 G 194 H 185 I 174 P,1245
SAT-38, 5 C 85 E 59 F 51 G 76 H 64 I 34 P,374
SAT-39, 22 C 214 E 72 F 76 G 175 H 113 I 139 P,811
SAT-3, 13 C 100 E 67 F 56 G 99 H 79 I 67 P,481
SAT-40, 20 C 215 E 71 F 90 G 204 H 263 I 255 P,1118
SAT-42, 21 C 319 E 74 F 147 G 233 H 211 I 203 P,1208
SAT-43, 5 C 141 E 65 F 60 G 127 H 112 I 119 P,629
SAT-46, 22 C 218 E 107 F 293 G 191 H 156 I 202 P,1189
SAT-47, 26 C 155 E 66 F 211 G 132 H 98 I 182 P,870
SAT-49, 4 C 172 E 72 F 104 G 140 H 107 I 134 P,733
SAT-4, 29 C 521 E 88 F 202 G 215 H 205 I 181 P,1441
SAT-51, 10 C 262 E 85 F 296 G 209 H 169 I 259 P,1290
SAT-52, 15 C 263 E 98 F 185 G 232 H 298 I 178 P,1269
SAT-54, 35 C 468 E 114 F 303 G 238 H 291 I 233 P,1682
SAT-55, 34 C 448 E 122 F 386 G 263 H 327 I 243 P,1823
SAT-56, 12 C 142 E 60 F 145 G 104 H 93 I 114 P,670
SAT-57, 34 C 615 E 133 F 342 G 280 H 265 I 354 P,2023
SAT-59, 6 C 165 E 58 F 103 G 113 H 89 I 142 P,676
SAT-5, 25 C 318 E 105 F 276 G 199 H 197 I 210 P,1330
SAT-60, 16 C 177 E 68 F 85 G 161 H 263 I 174 P,944
SAT-61, 18 C 161 E 51 F 90 G 165 H 221 I 150 P,856
SAT-62, 26 C 188 E 69 F 91 G 167 H 187 I 205 P,933
SAT-63, 28 C 207 E 78 F 108 G 173 H 253 I 204 P,1051
SAT-64, 26 C 335 E 86 F 242 G 181 H 179 I 216 P,1265
SAT-65, 1 C 89 E 52 F 56 G 89 H 80 I 62 P,429
SAT-66, 18 C 357 E 86 F 159 G 172 H 334 I 192 P,1318
SAT-67, 3 C 156 E 61 F 76 G 125 H 107 I 107 P,635
SAT-69, 14 C 279 E 66 F 125 G 159 H 123 I 192 P,958
SAT-6, 18 C 201 E 68 F 108 G 177 H 89 I 207 P,868
SAT-73, 12 C 230 E 88 F 120 G 155 H 147 I 137 P,889
SAT-74, 11 C 195 E 63 F 112 G 143 H 183 I 151 P,858
SAT-75, 19 C 171 E 65 F 79 G 156 H 118 I 144 P,752
SAT-77, 6 C 92 E 64 F 51 G 100 H 84 I 44 P,441
SAT-79, 8 C 129 E 66 F 56 G 115 H 100 I 68 P,542
SAT-7, 13 C 206 E 61 F 94 G 183 H 214 I 149 P,920
SAT-83, 19 C 167 E 69 F 78 G 160 H 93 I 152 P,738
SAT-85, 20 C 196 E 70 F 92 G 179 H 210 I 211 P,978
SAT-86, 2 C 136 E 56 F 56 G 109 H 112 I 114 P,585
SAT-87, 33 C 247 E 82 F 296 G 242 H 180 I 315 P,1395
SAT-88, 36 C 354 E 109 F 211 G 214 H 240 I 278 P,1442
SAT-8, 20 C 350 E 98 F 194 G 195 H 198 I 197 P,1252
SAT-90, 22 C 327 E 100 F 188 G 178 H 193 I 154 P,1162
SAT-91, 10 C 269 E 77 F 170 G 333 H 238 I 124 P,1221
SAT-92, 14 C 202 E 82 F 113 G 187 H 111 I 202 P,911
SAT-93, 22 C 199 E 78 F 93 G 182 H 222 I 186 P,982
SAT-94, 4 C 69 E 58 F 36 G 80 H 66 I 24 P,337
SAT-95, 5 C 81 E 64 F 50 G 89 H 69 I 45 P,403
SAT-97, 28 C 277 E 103 F 121 G 210 H 170 I 209 P,1118
SAT-98, 32 C 280 E 89 F 286 G 200 H 182 I 244 P,1313
SAT-99, 16 C 202 E 75 F 104 G 174 H 199 I 148 P,918
SAT-9, 17 C 504 E 87 F 211 G 249 H 235 I 210 P,1513
NP-100, 19 C 198 E 70 F 99 G 171 H 179 I 157 P,893
NP-101, 8 C 141 E 44 F 52 G 116 H 106 I 53 P,520
NP-103, 15 C 204 E 60 F 123 G 128 H 104 I 155 P,789
NP-1044, 28 C 287 E 74 F 157 G 195 H 210 I 128 P,1079
NP-1046, 6 C 103 E 61 F 73 G 103 H 68 I 48 P,462
NP-104, 7 C 80 E 65 F 57 G 85 H 85 I 42 P,421
NP-1051, 13 C 95 E 50 F 49 G 131 H 64 I 41 P,443
NP-1052, 11 C 162 E 67 F 129 G 122 H 120 I 115 P,726
NP-105, 20 C 179 E 45 F 113 G 121 H 122 I 102 P,702
NP-106, 2 C 68 E 50 F 24 G 58 H 58 I 18 P,278
NP-1070, 17 C 101 E 50 F 56 G 102 H 156 I 93 P,575
NP-107, 4 C 94 E 55 F 78 G 105 H 85 I 77 P,498
NP-109, 27 C 219 E 77 F 206 G 185 H 137 I 245 P,1096
NP-10, 28 C 412 E 108 F 191 G 185 H 234 I 194 P,1352
NP-110, 7 C 77 E 54 F 30 G 60 H 58 I 29 P,315
NP-112, 6 C 59 E 43 F 31 G 56 H 41 I 27 P,263
NP-113, 44 C 549 E 93 F 238 G 375 H 641 I 191 P,2131
NP-1160, 2 C 92 E 46 F 41 G 78 H 64 I 38 P,361
NP-117, 24 C 171 E 67 F 202 G 133 H 107 I 204 P,908
NP-119, 27 C 269 E 130 F 193 G 243 H 279 I 200 P,1341
NP-11, 19 C 209 E 65 F 73 G 148 H 113 I 134 P,761
NP-120, 15 C 190 E 64 F 115 G 180 H 195 I 134 P,893
NP-122, 28 C 442 E 78 F 115 G 202 H 226 I 125 P,1216
NP-124, 44 C 505 E 123 F 326 G 288 H 394 I 373 P,2053
NP-125, 19 C 232 E 76 F 122 G 203 H 259 I 237 P,1148
NP-1277, 10 C 163 E 55 F 108 G 138 H 81 I 57 P,612
NP-127, 9 C 208 E 69 F 108 G 126 H 117 I 103 P,740
NP-12, 36 C 276 E 86 F 136 G 204 H 284 I 264 P,1286
NP-132, 14 C 236 E 77 F 174 G 229 H 132 I 86 P,948
NP-133, 25 C 324 E 80 F 160 G 165 H 130 I 129 P,1013
NP-135, 11 C 240 E 77 F 127 G 287 H 226 I 127 P,1095
NP-138, 22 C 294 E 81 F 124 G 167 H 85 I 90 P,863
NP-1391, 24 C 230 E 60 F 147 G 151 H 167 I 136 P,915
NP-1395, 16 C 186 E 86 F 106 G 186 H 248 I 88 P,916
NP-13, 24 C 225 E 78 F 96 G 192 H 241 I 192 P,1048
NP-140, 20 C 227 E 112 F 205 G 187 H 159 I 191 P,1101
NP-142, 5 C 104 E 58 F 42 G 118 H 35 I 46 P,408
NP-1444, 16 C 195 E 67 F 105 G 155 H 119 I 95 P,752
NP-1463, 32 C 344 E 80 F 339 G 249 H 141 I 180 P,1365
NP-1472, 15 C 157 E 68 F 82 G 107 H 107 I 63 P,599
NP-150, 18 C 223 E 65 F 84 G 129 H 113 I 95 P,727
NP-151, 24 C 200 E 86 F 78 G 156 H 129 I 143 P,816
NP-1521, 3 C 87 E 56 F 31 G 72 H 61 I 31 P,341
NP-153, 24 C 191 E 59 F 110 G 178 H 121 I 103 P,786
NP-156, 18 C 199 E 58 F 73 G 144 H 248 I 152 P,892
NP-15, 21 C 238 E 71 F 164 G 177 H 138 I 201 P,1010
NP-16, 20 C 189 E 66 F 85 G 157 H 188 I 176 P,881
NP-17, 13 C 142 E 58 F 115 G 174 H 51 I 87 P,640
NP-18, 4 C 65 E 62 F 32 G 87 H 65 I 41 P,356
NP-1, 14 C 203 E 59 F 92 G 139 H 137 I 136 P,780
NP-20, 7 C 182 E 89 F 86 G 146 H 184 I 84 P,778
NP-21, 29 C 224 E 71 F 181 G 197 H 209 I 151 P,1062
NP-22, 5 C 99 E 46 F 64 G 67 H 59 I 42 P,382
NP-23, 18 C 182 E 85 F 266 G 160 H 106 I 206 P,1023
NP-24, 19 C 256 E 76 F 142 G 157 H 133 I 103 P,886
NP-25, 9 C 213 E 97 F 207 G 145 H 100 I 156 P,927
NP-26, 15 C 188 E 62 F 122 G 164 H 173 I 122 P,846
NP-27, 19 C 207 E 69 F 81 G 148 H 107 I 147 P,778
NP-28, 16 C 240 E 81 F 109 G 158 H 200 I 201 P,1005
NP-29, 37 C 571 E 142 F 339 G 269 H 292 I 306 P,1956
NP-2, 29 C 300 E 95 F 274 G 212 H 195 I 281 P,1386
NP-30, 27 C 299 E 88 F 410 G 266 H 208 I 382 P,1680
NP-32, 29 C 352 E 102 F 147 G 207 H 183 I 234 P,1254
NP-33, 13 C 272 E 114 F 226 G 245 H 306 I 189 P,1365
NP-34, 23 C 247 E 77 F 232 G 217 H 327 I 264 P,1387
NP-36, 15 C 229 E 79 F 133 G 279 H 434 I 160 P,1329
NP-37, 27 C 150 E 63 F 115 G 192 H 141 I 115 P,803
NP-38, 24 C 213 E 70 F 235 G 164 H 119 I 207 P,1032
NP-39, 31 C 288 E 115 F 139 G 223 H 185 I 231 P,1212
NP-40, 25 C 251 E 91 F 117 G 205 H 201 I 214 P,1104
NP-41, 21 C 325 E 73 F 277 G 240 H 142 I 193 P,1271
NP-42, 14 C 280 E 57 F 168 G 144 H 146 I 184 P,993
NP-43, 22 C 261 E 89 F 231 G 233 H 324 I 290 P,1450
NP-44, 12 C 150 E 52 F 55 G 104 H 91 I 128 P,592
NP-45, 23 C 238 E 73 F 102 G 143 H 163 I 142 P,884
NP-47, 19 C 205 E 64 F 122 G 182 H 216 I 143 P,951
NP-49, 25 C 508 E 113 F 282 G 212 H 359 I 269 P,1768
NP-4, 70 C 931 E 161 F 502 G 375 H 669 I 576 P,3284
NP-51, 16 C 203 E 68 F 123 G 156 H 150 I 99 P,815
NP-52, 10 C 171 E 69 F 161 G 134 H 112 I 74 P,731
NP-53, 16 C 144 E 50 F 166 G 110 H 86 I 167 P,739
NP-54, 27 C 339 E 78 F 111 G 170 H 182 I 85 P,992
NP-55, 12 C 154 E 62 F 64 G 67 H 95 I 67 P,521
NP-56, 13 C 232 E 86 F 211 G 170 H 126 I 133 P,971
NP-57, 14 C 240 E 89 F 135 G 210 H 284 I 116 P,1088
NP-58, 27 C 203 E 71 F 205 G 140 H 106 I 189 P,941
NP-59, 33 C 182 E 63 F 130 G 162 H 145 I 117 P,832
NP-5, 22 C 254 E 91 F 309 G 219 H 196 I 287 P,1378
NP-60, 18 C 274 E 84 F 254 G 212 H 126 I 217 P,1185
NP-63, 11 C 135 E 61 F 85 G 155 H 231 I 68 P,746
NP-64, 13 C 169 E 59 F 98 G 115 H 137 I 98 P,689
NP-65, 3 C 66 E 60 F 35 G 83 H 68 I 40 P,355
NP-68, 10 C 271 E 90 F 145 G 271 H 352 I 117 P,1256
NP-69, 28 C 247 E 71 F 258 G 228 H 158 I 117 P,1107
NP-6, 25 C 474 E 107 F 302 G 302 H 299 I 360 P,1869
NP-72, 11 C 193 E 74 F 60 G 148 H 122 I 91 P,699
NP-73, 6 C 77 E 65 F 43 G 96 H 72 I 40 P,399
NP-75, 20 C 177 E 67 F 195 G 142 H 122 I 253 P,976
NP-77, 13 C 249 E 79 F 90 G 133 H 49 I 70 P,683
NP-79, 14 C 322 E 76 F 84 G 137 H 141 I 104 P,878
NP-7, 21 C 354 E 102 F 191 G 198 H 203 I 194 P,1263
NP-80, 7 C 153 E 75 F 57 G 131 H 116 I 54 P,593
NP-81, 39 C 329 E 88 F 412 G 295 H 187 I 225 P,1575
NP-85, 9 C 145 E 49 F 59 G 128 H 72 I 76 P,538
NP-86, 46 C 310 E 76 F 335 G 238 H 192 I 255 P,1452
NP-87, 31 C 262 E 67 F 223 G 211 H 146 I 153 P,1093
NP-89, 9 C 140 E 66 F 72 G 151 H 111 I 110 P,659
NP-8, 19 C 195 E 65 F 57 G 149 H 114 I 135 P,734
NP-90, 24 C 214 E 76 F 88 G 187 H 243 I 186 P,1018
NP-91, 5 C 152 E 59 F 62 G 115 H 112 I 108 P,613
NP-92, 12 C 195 E 68 F 109 G 179 H 87 I 198 P,848
NP-931, 15 C 147 E 67 F 82 G 116 H 112 I 58 P,597
NP-932, 11 C 120 E 49 F 88 G 93 H 80 I 45 P,486
NP-936, 43 C 272 E 77 F 230 G 223 H 186 I 144 P,1175
NP-937, 10 C 167 E 76 F 68 G 129 H 163 I 65 P,678
NP-939, 26 C 231 E 89 F 98 G 162 H 187 I 153 P,946
NP-942, 16 C 277 E 74 F 181 G 210 H 142 I 116 P,1016
NP-944, 10 C 97 E 47 F 56 G 98 H 139 I 82 P,529
NP-945, 18 C 189 E 62 F 180 G 164 H 136 I 178 P,927
NP-946, 1 C 109 E 59 F 75 G 91 H 86 I 73 P,494
NP-948, 41 C 194 E 59 F 123 G 219 H 323 I 113 P,1072
NP-949, 58 C 257 E 69 F 161 G 267 H 369 I 170 P,1351
NP-94, 26 C 193 E 72 F 83 G 179 H 223 I 173 P,949
NP-951, 14 C 246 E 71 F 127 G 175 H 240 I 110 P,983
NP-952, 14 C 291 E 66 F 254 G 200 H 115 I 134 P,1074
NP-954, 12 C 161 E 51 F 107 G 131 H 89 I 68 P,619
NP-955, 32 C 447 E 103 F 243 G 215 H 207 I 201 P,1448
NP-956, 21 C 232 E 75 F 131 G 145 H 143 I 114 P,861
NP-95, 39 C 391 E 97 F 167 G 211 H 240 I 227 P,1372
NP-960, 36 C 167 E 64 F 265 G 119 H 109 I 187 P,947
NP-964, 40 C 266 E 80 F 158 G 260 H 406 I 121 P,1331
NP-965, 4 C 88 E 52 F 29 G 82 H 60 I 30 P,345
NP-966, 6 C 193 E 76 F 80 G 144 H 185 I 66 P,750
NP-969, 27 C 368 E 88 F 205 G 182 H 176 I 125 P,1171
NP-96, 19 C 279 E 82 F 127 G 164 H 182 I 185 P,1038
NP-970, 23 C 310 E 90 F 106 G 152 H 175 I 90 P,946
NP-973, 11 C 140 E 72 F 75 G 131 H 90 I 79 P,598
NP-97, 27 C 541 E 88 F 151 G 270 H 271 I 165 P,1513
NP-980, 13 C 151 E 54 F 98 G 151 H 188 I 68 P,723
NP-982, 14 C 170 E 54 F 80 G 159 H 177 I 72 P,726
NP-986, 5 C 135 E 58 F 129 G 133 H 107 I 86 P,653
NP-987, 2 C 98 E 51 F 72 G 84 H 77 I 73 P,457
NP-992, 30 C 313 E 74 F 203 G 241 H 222 I 146 P,1229
NP-993, 25 C 276 E 74 F 102 G 140 H 130 I 119 P,866
NP-996, 4 C 46 E 18 F 46 G 54 H 54 I 24 P,246
NP-997, 17 C 151 E 59 F 84 G 109 H 103 I 107 P,630
NP-99, 34 C 270 E 78 F 321 G 268 H 195 I 315 P,1481
NP-9, 20 C 241 E 68 F 129 G 214 H 283 I 246 P,1201
